customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9751BWQZV,Male,0,Yes,Yes,54,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),106,55,No
8836AMTWD,Male,1,Yes,Yes,62,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20,289,Yes
2768GTYRC,Female,1,No,No,35,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),32,446,Yes
7326KDLMA,Male,1,Yes,Yes,38,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),40,223,No
9907NDYVB,Male,1,No,Yes,46,No,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,One year,No,Mailed check,93,25,No
7682BZMVV,Male,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,72,397,No
7300JAUFG,Female,1,Yes,No,58,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),75,937,No
9774VFPCW,Female,1,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,54,707,No
4574NFJYG,Male,0,Yes,Yes,4,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27,477,Yes
8130CTEJD,Male,0,Yes,No,35,Yes,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Credit card (automatic),94,939,Yes
3073SKGYJ,Male,1,Yes,No,35,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No,One year,Yes,Electronic check,90,811,Yes
3091PRJCF,Female,1,Yes,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),59,523,No
1586XONWT,Female,1,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,44,956,No
6585WOURR,Female,1,Yes,No,2,No,No phone service,DSL,No,Yes,No,No,Yes,No internet service,Two year,No,Electronic check,38,243,No
3239TTMKA,Male,0,No,No,55,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),56,130,No
7412AIBVW,Female,0,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,120,320,No
4638DCXVM,Male,1,Yes,Yes,56,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),22,669,Yes
8384MZKYC,Male,1,Yes,Yes,15,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,78,720,No
2886WIYBA,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),62,189,Yes
1301EDUUL,Female,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,120,369,Yes
3602VXBCI,Female,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),104,191,No
1787ZJNXS,Female,1,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,111,751,Yes
2865DPFQW,Female,1,No,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),112,407,No
8070RUWOB,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),97,965,No
1817LMQIN,Male,1,Yes,Yes,7,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,117,977,No
7036NMWPS,Female,1,No,No,26,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57,643,Yes
8545HEZLK,Female,0,No,No,65,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,Yes,One year,No,Electronic check,32,393,No
6473BNQZZ,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),118,247,No
8692IOXHG,Female,1,No,No,5,No,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,123,695,No
4761HNFQD,Female,1,No,Yes,30,No,No phone service,DSL,No,No,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,73,308,No
3953QSDCB,Female,0,No,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30,844,Yes
9149ORXDC,Female,1,Yes,Yes,57,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22,930,No
1119ZJTPY,Female,0,Yes,No,23,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,42,949,No
7433RSFBE,Male,1,Yes,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,70,918,Yes
7158RYCXI,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),113,950,Yes
4115GZIYW,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,71,424,No
2949QLKNZ,Female,1,Yes,No,57,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,46,710,Yes
9299XQDBX,Male,0,Yes,No,26,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),121,41,No
2809PHQPM,Female,0,Yes,Yes,65,No,No phone service,DSL,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,103,596,No
8551TRTPF,Male,1,No,Yes,37,Yes,No,DSL,No internet service,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),57,453,Yes
3248CFZZN,Female,1,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,73,591,No
7180KZRIV,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),108,699,No
9684AMCKX,Male,0,Yes,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,118,125,No
5942KZWPK,Female,1,No,No,61,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),25,569,No
5793LKMSA,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,47,502,Yes
7468VSMYT,Female,0,No,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,43,361,No
3162LOTXC,Male,1,No,Yes,36,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),80,935,Yes
4789EMHLH,Female,1,No,No,3,No,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),119,288,No
3130HHGNC,Female,0,No,No,6,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Two year,No,Electronic check,104,710,Yes
1802XKRZA,Male,0,Yes,Yes,22,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),106,251,Yes
7251XBTXM,Female,1,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),26,582,Yes
4151XLALU,Male,1,No,Yes,27,No,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),108,307,No
4444DYQFU,Female,1,Yes,No,16,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),50,83,No
2748UPHJO,Female,1,No,No,12,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31,690,No
6158CZMWQ,Female,0,No,No,21,No,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,No,Mailed check,17,276,Yes
2595TVYFL,Male,0,No,No,2,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,61,289,Yes
4182HIWXC,Female,0,No,No,42,No,No phone service,DSL,No,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),105,392,No
6098MCIAC,Male,1,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),119,813,Yes
4702YFUFO,Male,1,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90,566,No
7634LXBEH,Male,1,Yes,Yes,53,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),48,302,Yes
2462VVUHU,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,60,294,Yes
3842ZBVAE,Male,0,Yes,Yes,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,96,346,Yes
5999ITHNV,Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),67,272,No
4797SOILS,Male,1,No,Yes,59,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,111,122,Yes
7947DHHET,Male,0,No,Yes,49,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),33,693,Yes
8190IZAWX,Female,1,Yes,No,56,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,45,950,Yes
6937GUYVX,Male,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),85,945,Yes
9495VPKUB,Female,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),58,424,No
5395DOXWJ,Male,0,No,Yes,13,No,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),16,962,Yes
7806YIIFC,Female,0,No,Yes,39,No,No phone service,DSL,Yes,No internet service,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),29,693,Yes
5057SWHAG,Male,0,Yes,No,55,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,Yes,One year,No,Mailed check,53,251,No
9503GJVJW,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21,499,Yes
2294CTKHL,Male,1,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,59,206,No
7289WLVAT,Male,1,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),16,598,No
5618ZMXXH,Female,0,No,Yes,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),20,976,No
3334MUCRT,Male,0,No,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,91,564,Yes
9012GTZMV,Male,0,No,No,62,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,51,393,Yes
8096NZOLK,Female,1,Yes,No,34,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),40,724,No
7198FYXRO,Male,0,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,123,615,Yes
8054ACTKE,Female,0,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),57,956,No
6130MPKXL,Male,1,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,119,680,No
8183IWVZP,Female,1,Yes,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40,697,No
3752RXZJU,Female,1,No,Yes,49,No,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,One year,No,Mailed check,56,792,No
6570IHJDU,Female,1,Yes,Yes,27,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,71,734,Yes
9248WCODE,Male,0,No,No,39,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,104,492,No
1674BHEQL,Female,1,Yes,Yes,66,No,No phone service,DSL,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,24,343,Yes
5314NSXFO,Male,0,No,No,31,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),62,610,No
2783IGUJY,Female,0,Yes,Yes,32,No,No phone service,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,No,Bank transfer (automatic),98,666,No
